,M
42415,1082
42416,1864
42417,1670
42418,1289
42419,987
42420,669
42421,502
42422,1089
42423,1309
42424,800
42425,-23
42426,-833
42427,-905
42428,-51
42429,1220
42430,2982
42431,4036
42432,3493
42433,2081
42434,1402
42435,1229
42436,1332
42437,1488
42438,1643
42439,1958
42440,1735
42441,1407
42442,675
42443,143
42444,-69
42445,-155
42446,412
42447,992
42448,819
42449,-611
42450,-2057
42451,-3367
42452,-4026
42453,-3683
42454,-2557
42455,-2136
42456,-2360
42457,-2949
42458,-2798
42459,-2346
42460,-1733
42461,-1858
42462,-1943
42463,-1835
42464,-2084
42465,-2077
42466,-1023
42467,594
42468,1846
42469,2708
42470,2709
42471,2672
42472,2742
42473,2455
42474,1805
42475,1535
42476,1366
42477,2162
42478,3501
42479,4156
42480,4132
42481,3747
42482,3409
42483,2636
42484,1576
42485,392
42486,-228
42487,-535
42488,-389
42489,-554
42490,-1193
42491,-1974
42492,-3294
42493,-3532
42494,-3310
42495,-2773
42496,-2864
42497,-2687
42498,-1966
42499,-2004
42500,-3057
42501,-4813
42502,-6150
42503,-5530
42504,-3714
42505,-2142
42506,-1166
42507,-377
42508,77
42509,194
42510,87
42511,30
42512,352
42513,798
42514,1055
42515,1539
42516,2706
42517,2995
42518,2762
42519,2518
42520,1827
42521,1829
42522,1910
42523,2234
42524,2193
42525,1896
42526,1195
42527,1087
42528,1416
42529,2085
42530,2813
42531,3181
42532,3558
42533,3157
42534,2601
42535,2249
42536,1846
42537,1348
42538,1164
42539,992
42540,1050
42541,660
42542,180
42543,376
42544,806
42545,758
42546,588
42547,398
42548,-140
42549,-1491
42550,-3017
42551,-4735
42552,-5613
42553,-5734
42554,-5496
42555,-5202
42556,-4386
42557,-3584
42558,-3539
42559,-3763
42560,-3582
42561,-3102
42562,-2955
42563,-2771
42564,-2683
42565,-2401
42566,-1359
42567,-136
42568,696
42569,1009
42570,1574
42571,2366
42572,3375
42573,3813
42574,3834
42575,3601
42576,3521
42577,3843
42578,4770
42579,5516
42580,5272
42581,4338
42582,3014
42583,1729
42584,626
42585,293
42586,502
42587,1620
42588,1942
42589,597
42590,-1403
42591,-2880
42592,-3180
42593,-2909
42594,-2292
42595,-1523
42596,-797
42597,-697
42598,-680
42599,-1620
42600,-2632
42601,-3689
42602,-4156
42603,-3113
42604,-1036
42605,223
42606,407
42607,490
42608,820
42609,1420
42610,1904
42611,1644
42612,50
42613,-1150
42614,-1643
42615,-1421
42616,-873
42617,-746
42618,-956
42619,-831
42620,-781
42621,-783
42622,-491
42623,44
42624,376
42625,448
42626,656
42627,884
42628,1117
42629,887
42630,902
42631,1059
42632,875
42633,207
42634,153
42635,894
42636,1789
42637,2542
42638,2797
42639,2877
42640,2738
42641,2681
42642,2265
42643,1364
42644,925
42645,1062
42646,1053
42647,856
42648,671
42649,156
42650,-684
42651,-1829
42652,-2747
42653,-3291
42654,-3220
42655,-2936
42656,-3007
42657,-2882
42658,-2686
42659,-2644
42660,-2332
42661,-1937
42662,-2212
42663,-2188
42664,-2179
42665,-1871
42666,-980
42667,500
42668,1856
42669,2740
42670,2877
42671,3297
42672,4016
42673,4608
42674,4081
42675,3144
42676,2806
42677,3124
42678,3506
42679,3445
42680,2603
42681,1322
42682,-249
42683,-1214
42684,-1449
42685,-1037
42686,-384
42687,-210
42688,-185
42689,-497
42690,-1680
42691,-3211
42692,-4139
42693,-4712
42694,-4461
42695,-4080
42696,-3376
42697,-2726
42698,-2547
42699,-2451
42700,-2630
42701,-2303
42702,-1669
42703,-735
42704,353
42705,994
42706,805
42707,1004
42708,1374
42709,1893
42710,2027
42711,1638
42712,1779
42713,1529
42714,1146
42715,582
42716,210
42717,-16
42718,-60
42719,6
42720,393
42721,590
42722,559
42723,882
42724,834
42725,583
42726,354
42727,601
42728,1394
42729,1851
42730,1809
42731,1797
42732,1792
42733,1863
42734,1852
42735,2339
42736,3014
42737,3301
42738,2963
42739,1927
42740,1525
42741,1261
42742,407
42743,-508
42744,-991
42745,-1639
42746,-2188
42747,-2437
42748,-1777
42749,-1182
42750,-1102
42751,-1129
42752,-1364
42753,-2297
42754,-3513
42755,-4104
42756,-4426
42757,-3869
42758,-3343
42759,-2838
42760,-2502
42761,-2386
42762,-2614
42763,-2468
42764,-1973
42765,-1107
42766,-121
42767,995
42768,1390
42769,1529
42770,1645
42771,2329
42772,3298
42773,3600
42774,3364
42775,3652
42776,4137
42777,4611
42778,4641
42779,4269
42780,3333
42781,2610
42782,1691
42783,924
42784,568
42785,416
42786,406
42787,-32
42788,-480
42789,-1022
42790,-1895
42791,-2957
42792,-4149
42793,-4506
42794,-3981
42795,-2986
42796,-2371
42797,-2198
42798,-1403
42799,-948
42800,-483
42801,-98
42802,-217
42803,-302
42804,-218
42805,-655
42806,-978
42807,-1194
42808,-1420
42809,-1653
42810,-1112
42811,28
42812,759
42813,924
42814,635
42815,281
42816,-43
42817,-45
42818,-493
42819,-893
42820,-894
42821,-336
42822,201
42823,-102
42824,-575
42825,-249
42826,560
42827,1298
42828,2263
42829,2951
42830,3201
42831,2514
42832,2035
42833,1603
42834,1783
42835,2121
42836,2570
42837,2972
42838,3248
42839,3286
42840,2740
42841,1916
42842,1245
42843,459
42844,-15
42845,-236
42846,-550
42847,-989
42848,-961
42849,-734
42850,-774
42851,-741
42852,-1181
42853,-1900
42854,-2880
42855,-3726
42856,-3967
42857,-3337
42858,-2206
42859,-1549
42860,-774
42861,-640
42862,-1112
42863,-1574
42864,-1548
42865,-1166
42866,-532
42867,-192
42868,-227
42869,39
42870,-29
42871,-378
42872,-807
42873,-156
42874,1184
42875,2910
42876,4468
42877,5260
42878,4837
42879,3710
42880,2474
42881,1085
42882,154
42883,-594
42884,-771
42885,-802
42886,-1072
42887,-1557
42888,-1878
42889,-1713
42890,-1448
42891,-1155
42892,-922
42893,-1395
42894,-2240
42895,-2830
42896,-2843
42897,-2315
42898,-1630
42899,-1109
42900,-161
42901,328
42902,365
42903,17
42904,20
42905,429
42906,504
42907,617
42908,784
42909,1132
42910,1233
42911,1483
42912,1350
42913,1288
42914,1323
42915,1095
42916,1013
42917,532
42918,-81
42919,-672
42920,-653
42921,45
42922,537
42923,760
42924,704
42925,700
42926,1020
42927,1229
42928,1418
42929,1036
42930,517
42931,510
42932,46
42933,-621
42934,-1413
42935,-1616
42936,-1335
42937,-600
42938,347
42939,1382
42940,1962
42941,2100
42942,2010
42943,1213
42944,359
42945,-473
42946,-861
42947,-1108
42948,-995
42949,-991
42950,-1219
42951,-1381
42952,-1594
42953,-1732
42954,-1493
42955,-1446
42956,-1786
42957,-1706
42958,-1474
42959,-1096
42960,-958
42961,-749
42962,-134
42963,253
42964,165
42965,-80
42966,260
42967,885
42968,1399
42969,1967
42970,2098
42971,1829
42972,1582
42973,1440
42974,2138
42975,3003
42976,3633
42977,3764
42978,3605
42979,2958
42980,2151
42981,1117
42982,247
42983,-104
42984,228
42985,854
42986,859
42987,-332
42988,-1598
42989,-1992
42990,-2068
42991,-2027
42992,-2595
42993,-3346
42994,-3412
42995,-3497
42996,-3976
42997,-4649
42998,-4741
42999,-4283
43000,-3523
43001,-2078
43002,-744
43003,-291
43004,-253
43005,-278
43006,-175
43007,139
43008,281
43009,583
43010,1052
43011,1279
43012,1016
43013,441
43014,-31
43015,55
43016,437
43017,1087
43018,1127
43019,1110
43020,939
43021,1095
43022,1427
43023,1734
43024,1824
43025,2242
43026,2214
43027,1547
43028,464
43029,59
43030,380
43031,611
43032,1002
43033,1220
43034,1199
43035,860
43036,645
43037,400
43038,731
43039,1236
43040,1557
43041,1714
43042,1316
43043,566
43044,-104
43045,-441
43046,-376
43047,11
43048,880
43049,1559
43050,1340
43051,875
43052,-66
43053,-647
43054,-860
43055,-1061
43056,-1094
43057,-1210
43058,-1288
43059,-1727
43060,-2109
43061,-2399
43062,-2689
43063,-2819
43064,-2516
43065,-1887
43066,-1390
43067,-905
43068,-731
43069,-481
43070,-114
43071,296
43072,751
43073,1266
43074,1725
43075,2178
43076,2270
43077,1998
43078,1468
43079,1251
43080,988
43081,603
43082,521
43083,538
43084,676
43085,523
43086,-122
43087,-646
43088,-899
43089,-1312
43090,-1716
43091,-2106
43092,-2279
43093,-2115
43094,-1697
43095,-1342
43096,-1540
43097,-2004
43098,-1740
43099,-946
43100,-392
43101,3
43102,99
43103,98
43104,-186
43105,-323
43106,-161
43107,517
43108,1137
43109,1673
43110,2260
43111,2763
43112,2575
43113,2027
43114,1334
43115,964
43116,806
43117,822
43118,737
43119,733
43120,430
43121,-10
43122,-51
43123,282
43124,654
43125,847
43126,739
43127,-22
43128,-788
43129,-1018
43130,-750
43131,-486
43132,-405
43133,-210
43134,-122
43135,-108
43136,-440
43137,-843
43138,-1085
43139,-785
43140,-538
43141,-448
43142,25
43143,267
43144,239
43145,109
43146,195
43147,506
43148,862
43149,845
43150,1235
43151,1274
43152,678
43153,-433
43154,-1297
43155,-1547
43156,-1544
43157,-1140
43158,-685
43159,-290
43160,36
43161,284
43162,245
43163,142
43164,-256
43165,-606
43166,-726
43167,-721
43168,-739
43169,-383
43170,363
43171,1252
43172,2064
43173,2940
43174,3618
43175,3678
43176,3176
43177,2224
43178,1513
43179,1063
43180,938
43181,1067
43182,1078
43183,782
43184,-282
43185,-1190
43186,-1561
43187,-1634
43188,-1866
43189,-2103
43190,-2309
43191,-2636
43192,-2589
43193,-2661
43194,-2584
43195,-2468
43196,-2525
43197,-2316
43198,-2043
43199,-1809
43200,-1468
43201,-1200
43202,-1254
43203,-1389
43204,-1292
43205,-1091
43206,-1044
43207,-649
43208,-177
43209,656
43210,1553
43211,1869
43212,2238
43213,2386
43214,2299
43215,1604
43216,739
43217,308
43218,324
43219,600
43220,985
43221,1426
43222,1618
43223,2258
43224,2576
43225,2345
43226,1602
43227,714
43228,108
43229,-462
43230,-567
43231,-576
43232,-278
43233,-119
43234,-84
43235,340
43236,816
43237,645
43238,318
43239,33
43240,-147
43241,-88
43242,72
43243,185
43244,540
43245,453
43246,-14
43247,-555
43248,-449
43249,-20
43250,336
43251,380
43252,164
43253,-549
43254,-1117
43255,-1093
43256,-1185
43257,-801
43258,-359
43259,6
43260,165
43261,52
43262,-11
43263,-265
43264,-560
43265,-864
43266,-1251
43267,-1180
43268,-1189
43269,-1541
43270,-1259
43271,-489
43272,983
43273,2274
43274,2944
43275,3151
43276,2755
43277,1918
43278,872
43279,470
43280,533
43281,638
43282,714
43283,672
43284,386
43285,-97
43286,-444
43287,-770
43288,-978
43289,-1255
43290,-1540
43291,-1705
43292,-1779
43293,-2047
43294,-2538
43295,-2723
43296,-2745
43297,-2325
43298,-1585
43299,-964
43300,-940
43301,-1171
43302,-1559
43303,-1614
43304,-1482
43305,-1075
43306,-420
43307,339
43308,704
43309,588
43310,473
43311,774
43312,1427
43313,1669
43314,1527
43315,1387
43316,928
43317,878
43318,806
43319,713
43320,957
43321,1197
43322,1930
43323,2501
43324,2704
43325,2055
43326,1237
43327,525
43328,135
43329,-174
43330,-240
43331,-635
43332,-828
43333,-908
43334,-693
43335,-364
43336,-263
43337,-243
43338,-353
43339,-318
43340,-502
43341,-607
43342,-159
43343,401
43344,839
43345,929
43346,821
43347,676
43348,695
43349,996
43350,1060
43351,1055
43352,633
43353,217
43354,4
43355,-201
43356,-334
43357,-448
43358,-275
43359,55
43360,650
43361,1164
43362,1138
43363,547
43364,-111
43365,-685
43366,-1093
43367,-1109
43368,-1187
43369,-1027
43370,-752
43371,-392
43372,33
43373,535
43374,915
43375,946
43376,657
43377,539
43378,272
43379,-133
43380,-159
43381,-185
43382,-266
43383,-575
43384,-842
43385,-877
43386,-892
43387,-1028
43388,-1320
43389,-1582
43390,-1816
43391,-1732
43392,-1301
43393,-1013
43394,-1305
43395,-1473
43396,-1805
43397,-1546
43398,-1243
43399,-783
43400,-485
43401,-227
43402,-330
43403,-754
43404,-865
43405,-623
43406,-340
43407,-66
43408,184
43409,555
43410,890
43411,1376
43412,1920
43413,2186
43414,2230
43415,2125
43416,1989
43417,1712
43418,1302
43419,1114
43420,1341
43421,1810
43422,2225
43423,2556
43424,2626
43425,1875
43426,956
43427,-33
43428,-658
43429,-895
43430,-994
43431,-1198
43432,-1154
43433,-1015
43434,-1251
43435,-1579
43436,-1498
43437,-1304
43438,-1061
43439,-878
43440,-773
43441,-753
43442,-431
43443,-72
43444,131
43445,210
43446,179
43447,229
43448,554
43449,907
43450,886
43451,692
43452,623
43453,602
43454,596
43455,682
43456,665
43457,328
43458,-40
43459,-229
43460,-129
43461,61
43462,402
43463,462
43464,484
43465,451
43466,-132
43467,-780
43468,-950
43469,-558
43470,191
43471,747
43472,1077
43473,1202
43474,1340
43475,1418
43476,1333
43477,1157
43478,782
43479,474
43480,161
43481,-282
43482,-722
43483,-845
43484,-862
43485,-861
43486,-785
43487,-860
43488,-1017
43489,-1288
43490,-1439
43491,-1363
43492,-1217
43493,-1225
43494,-1622
43495,-2079
43496,-2239
43497,-2274
43498,-2056
43499,-1879
43500,-1527
43501,-1111
43502,-767
43503,-609
43504,-560
43505,-582
43506,-670
43507,-693
43508,-460
43509,23
43510,461
43511,1028
43512,1534
43513,2038
43514,2240
43515,2048
43516,1541
43517,1134
43518,1141
43519,1254
43520,1514
43521,1696
43522,1900
43523,2013
43524,1837
43525,1509
43526,1130
43527,731
43528,340
43529,-179
43530,-631
43531,-904
43532,-1150
43533,-1127
43534,-1111
43535,-1088
43536,-1057
43537,-1068
43538,-1042
43539,-959
43540,-735
43541,-392
43542,27
43543,317
43544,514
43545,783
43546,847
43547,690
43548,517
43549,514
43550,818
43551,1340
43552,1637
43553,1868
43554,1630
43555,1203
43556,789
43557,399
43558,225
43559,-49
43560,-179
43561,-77
43562,120
43563,279
43564,154
43565,-63
43566,-343
43567,-598
43568,-697
43569,-777
43570,-741
43571,-328
43572,-12
43573,281
43574,535
43575,682
43576,799
43577,674
43578,428
43579,2
43580,-317
43581,-615
43582,-817
43583,-825
43584,-1012
43585,-1101
43586,-1197
43587,-1328
43588,-1245
43589,-999
43590,-790
43591,-822
43592,-1016
43593,-1216
43594,-1244
43595,-1219
43596,-1333
43597,-1606
43598,-1742
43599,-1846
43600,-1703
43601,-1304
43602,-922
43603,-599
43604,-654
43605,-742
43606,-697
43607,-674
43608,-623
43609,-446
43610,-1
43611,541
43612,1133
43613,1490
43614,1688
43615,1774
43616,1762
43617,1611
43618,1638
43619,1777
43620,2076
43621,2325
43622,2339
43623,2255
43624,2090
43625,1954
43626,1838
43627,1581
43628,1126
43629,551
43630,34
43631,-515
43632,-882
43633,-829
43634,-776
43635,-964
43636,-1281
43637,-1504
43638,-1516
43639,-1432
43640,-1312
43641,-1061
43642,-862
43643,-583
43644,-272
43645,0
43646,304
43647,555
43648,729
43649,1016
43650,1400
43651,1617
43652,1657
43653,1591
43654,1373
43655,1199
43656,944
43657,508
43658,159
43659,53
43660,167
43661,177
43662,197
43663,318
43664,409
43665,443
43666,285
43667,-10
43668,-355
43669,-753
43670,-847
43671,-723
43672,-587
43673,-416
43674,-274
43675,-139
43676,-137
43677,-284
43678,-455
43679,-817
43680,-1167
43681,-1278
43682,-1191
43683,-976
43684,-837
43685,-796
43686,-780
43687,-675
43688,-620
43689,-536
43690,-415
43691,-479
43692,-537
43693,-563
43694,-594
43695,-717
43696,-905
43697,-1051
43698,-1122
43699,-1165
43700,-1181
43701,-1150
43702,-1039
43703,-842
43704,-697
43705,-716
43706,-784
43707,-771
43708,-493
43709,39
43710,621
43711,1021
43712,1246
43713,1431
43714,1579
43715,1640
43716,1868
43717,1989
43718,1996
43719,2048
43720,2013
43721,2033
43722,1935
43723,1827
43724,1629
43725,1415
43726,1258
43727,924
43728,378
43729,-251
43730,-658
43731,-1040
43732,-1275
43733,-1529
43734,-1593
43735,-1510
43736,-1335
43737,-1312
43738,-1271
43739,-1124
43740,-1131
43741,-1082
43742,-930
43743,-713
43744,-408
43745,-40
43746,337
43747,740
43748,1079
43749,1260
43750,1463
43751,1713
43752,1940
43753,2027
43754,1810
43755,1380
43756,1000
43757,658
43758,407
43759,496
43760,616
43761,844
43762,943
43763,860
43764,744
43765,558
43766,329
43767,-25
43768,-292
43769,-572
43770,-692
43771,-720
43772,-696
43773,-583
43774,-272
43775,-27
43776,21
43777,-118
43778,-377
43779,-522
43780,-805
43781,-1055
43782,-1185
43783,-1260
43784,-1210
43785,-1103
43786,-805
43787,-694
43788,-679
43789,-664
43790,-674
43791,-601
43792,-546
43793,-727
43794,-940
43795,-1213
43796,-1434
43797,-1464
43798,-1695
43799,-1859
43800,-1818
43801,-1631
43802,-1453
43803,-1280
43804,-1189
43805,-1111
43806,-1054
43807,-909
43808,-561
43809,-245
43810,96
43811,525
43812,1009
43813,1359
43814,1762
43815,2111
43816,2365
43817,2502
43818,2408
43819,2309
43820,2040
43821,1863
43822,1808
43823,2022
43824,2177
43825,2002
43826,1628
43827,1081
43828,521
43829,59
43830,-305
43831,-668
43832,-1094
43833,-1566
43834,-1762
43835,-1618
43836,-1375
43837,-1146
43838,-1037
43839,-853
43840,-675
43841,-469
43842,-267
43843,-146
43844,260
43845,689
43846,1104
43847,1369
43848,1512
43849,1726
43850,2020
43851,2207
43852,2116
43853,1835
43854,1429
43855,1011
43856,652
43857,377
43858,245
43859,149
43860,103
43861,93
43862,46
43863,144
43864,179
43865,129
43866,135
43867,-11
43868,-281
43869,-615
43870,-1018
43871,-1214
43872,-1203
43873,-966
43874,-767
43875,-595
43876,-552
43877,-479
43878,-602
43879,-755
43880,-798
43881,-919
43882,-1158
43883,-1302
43884,-1191
43885,-1061
43886,-944
43887,-858
43888,-709
43889,-504
43890,-490
43891,-540
43892,-636
43893,-612
43894,-676
43895,-885
43896,-1021
43897,-1154
43898,-1138
43899,-839
43900,-579
43901,-432
43902,-478
43903,-643
43904,-841
43905,-1005
43906,-1048
43907,-897
43908,-751
43909,-534
43910,-289
43911,29
43912,368
43913,600
43914,1050
43915,1534
43916,1881
43917,2092
43918,2168
43919,2180
43920,2062
43921,2174
43922,2170
43923,2278
43924,2323
43925,2092
43926,1742
43927,1311
43928,729
43929,94
43930,-547
43931,-1207
43932,-1561
43933,-1604
43934,-1585
43935,-1563
43936,-1396
43937,-1170
43938,-894
43939,-719
43940,-554
43941,-278
43942,-13
43943,126
43944,295
43945,363
43946,421
43947,606
43948,870
43949,1122
43950,1648
43951,2379
43952,2568
43953,1916
43954,986
43955,925
43956,1683
43957,1346
43958,182
43959,-527
43960,-214
43961,608
43962,1456
43963,1483
43964,1255
43965,421
43966,-610
43967,-905
43968,-675
43969,-762
43970,-1193
43971,-1102
43972,-737
43973,-970
43974,-1580
43975,-1655
43976,-667
43977,312
43978,549
43979,-232
43980,-1289
43981,-1545
43982,-791
43983,-538
43984,-1208
43985,-1743
43986,-1724
43987,-1154
43988,-852
43989,-607
43990,-288
43991,-452
43992,-1169
43993,-1502
43994,-987
43995,78
43996,312
43997,-81
43998,-945
43999,-1336
44000,-794
44001,224
44002,705
44003,579
44004,-16
44005,-666
44006,-845
44007,-733
44008,-405
44009,328
44010,1086
44011,1478
44012,1007
44013,711
44014,1225
44015,2263
44016,2621
44017,2256
44018,1608
44019,1024
44020,931
44021,1064
44022,1192
44023,967
44024,1043
44025,1293
44026,1274
44027,949
44028,383
44029,-377
44030,-1027
44031,-1272
44032,-1508
44033,-1878
44034,-2273
44035,-2449
44036,-2276
44037,-1940
44038,-2002
44039,-1786
44040,-1041
44041,-749
44042,-1064
44043,-1176
44044,-1100
44045,-831
44046,-751
44047,-651
44048,-401
44049,189
44050,704
44051,895
44052,767
44053,697
44054,823
44055,687
44056,308
44057,278
44058,736
44059,908
44060,720
44061,208
44062,-176
44063,-353
44064,-177
44065,-239
44066,-266
44067,250
44068,917
44069,1141
44070,264
44071,-467
44072,-628
44073,-446
44074,-360
44075,-655
44076,-864
44077,-974
44078,-736
44079,-363
44080,-145
44081,-101
44082,-285
44083,-709
44084,-1024
44085,-987
44086,-784
44087,-626
44088,-756
44089,-662
44090,-458
44091,-309
44092,-297
44093,-354
44094,-437
44095,-512
44096,-502
44097,-289
44098,23
44099,170
44100,231
44101,320
44102,384
44103,281
44104,333
44105,415
44106,473
44107,680
44108,853
44109,1159
44110,1450
44111,1716
44112,2009
44113,2339
44114,2705
44115,2914
44116,3059
44117,3138
44118,3124
44119,3120
44120,2853
44121,2915
44122,2961
44123,3027
44124,3169
44125,3120
44126,2834
44127,2543
44128,2117
44129,1653
44130,1086
44131,494
44132,268
44133,192
44134,138
44135,184
44136,127
44137,169
44138,232
44139,379
44140,623
44141,799
44142,758
44143,555
44144,318
44145,184
44146,249
44147,447
44148,729
44149,1075
44150,1286
44151,1488
44152,1636
44153,1565
44154,1360
44155,1140
44156,916
44157,654
44158,335
44159,-12
44160,-371
44161,-352
44162,-134
44163,-31
44164,-262
